Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
regulation of filopodium assembly (GO:0051489)	1/36	0.7037556314835883	1.0	0	0	0.8366800535475234	0.2939458646687878	NRP1
organophosphate biosynthetic process (GO:0090407)	1/36	0.7037556314835883	1.0	0	0	0.8366800535475234	0.2939458646687878	GK
mRNA catabolic process (GO:0006402)	1/36	0.7037556314835883	1.0	0	0	0.8366800535475234	0.2939458646687878	XRN1
vesicle-mediated transport in synapse (GO:0099003)	1/36	0.7037556314835883	1.0	0	0	0.8366800535475234	0.2939458646687878	SYT1
zymogen activation (GO:0031638)	1/36	0.7037556314835883	1.0	0	0	0.8366800535475234	0.2939458646687878	RIPK2
endosome organization (GO:0007032)	1/36	0.7037556314835883	1.0	0	0	0.8366800535475234	0.2939458646687878	SNX10
Wnt signaling pathway, calcium modulating pathway (GO:0007223)	1/36	0.7037556314835883	1.0	0	0	0.8366800535475234	0.2939458646687878	GNG2
cardiac muscle tissue morphogenesis (GO:0055008)	1/36	0.7037556314835883	1.0	0	0	0.8366800535475234	0.2939458646687878	S1PR1
regulation of ubiquitin protein ligase activity (GO:1904666)	1/36	0.7037556314835883	1.0	0	0	0.8366800535475234	0.2939458646687878	CDK1
glutamate receptor signaling pathway (GO:0007215)	1/36	0.7037556314835883	1.0	0	0	0.8366800535475234	0.2939458646687878	GRM8
glucose homeostasis (GO:0042593)	2/74	0.7094505328187012	1.0	0	0	0.8140670791273201	0.27944033376623045	G6PC;PDK4
cellular response to peptide hormone stimulus (GO:0071375)	3/110	0.7119527834751284	1.0	0	0	0.8214676889375684	0.2790884598409434	CEACAM1;GNG2;PDE3B
epithelial to mesenchymal transition (GO:0001837)	1/37	0.7136086335956997	1.0	0	0	0.8140670791273201	0.27468300157997655	HGF
myelination (GO:0042552)	1/37	0.7136086335956997	1.0	0	0	0.8140670791273201	0.27468300157997655	TNFRSF21
regulation of dendrite development (GO:0050773)	1/37	0.7136086335956997	1.0	0	0	0.8140670791273201	0.27468300157997655	SDC2
positive regulation of axonogenesis (GO:0050772)	1/37	0.7136086335956997	1.0	0	0	0.8140670791273201	0.27468300157997655	PLXNA2
regulation of peptidyl-threonine phosphorylation (GO:0010799)	1/37	0.7136086335956997	1.0	0	0	0.8140670791273201	0.27468300157997655	RIPK2
regulation of osteoclast differentiation (GO:0045670)	1/37	0.7136086335956997	1.0	0	0	0.8140670791273201	0.27468300157997655	LILRB3
organic cyclic compound biosynthetic process (GO:1901362)	1/37	0.7136086335956997	1.0	0	0	0.8140670791273201	0.27468300157997655	GCH1
gland development (GO:0048732)	2/75	0.7163953494170043	1.0	0	0	0.8032128514056225	0.2678900404961491	HESX1;EPHB3
organonitrogen compound biosynthetic process (GO:1901566)	5/181	0.7219090871838781	1.0	0	0	0.8320575118152166	0.271130987523731	GSTK1;SGPL1;PCYT1A;GCH1;ACOD1
T cell differentiation (GO:0030217)	1/38	0.7231344027107253	1.0	0	0	0.7926442612555484	0.2569437050050815	CD28
regulation of cellular amide metabolic process (GO:0034248)	1/38	0.7231344027107253	1.0	0	0	0.7926442612555484	0.2569437050050815	ATP13A2
homotypic cell-cell adhesion (GO:0034109)	1/38	0.7231344027107253	1.0	0	0	0.7926442612555484	0.2569437050050815	PLEK
positive regulation of DNA repair (GO:0045739)	1/38	0.7231344027107253	1.0	0	0	0.7926442612555484	0.2569437050050815	BRCA1
retina homeostasis (GO:0001895)	1/38	0.7231344027107253	1.0	0	0	0.7926442612555484	0.2569437050050815	B2M
nucleic acid-templated transcription (GO:0097659)	2/76	0.7232001578626586	1.0	0	0	0.7926442612555484	0.25687163254648915	E2F1;ASCL2
regulation of organelle organization (GO:0033043)	3/113	0.7288860814259557	1.0	0	0	0.7996588122401108	0.2528823643963918	USP6NL;CDT1;ATP13A2
positive regulation of developmental process (GO:0051094)	3/113	0.7288860814259557	1.0	0	0	0.7996588122401108	0.2528823643963918	ENPP2;TMEM119;AGR2
water-soluble vitamin metabolic process (GO:0006767)	2/77	0.7298665838931943	1.0	0	0	0.7823501799405415	0.24635700464153987	DHFR;MTHFD2
signal transduction by p53 class mediator (GO:0072331)	1/39	0.732343790970156	1.0	0	0	0.7723200494284831	0.24058172341764877	PMAIP1
clathrin-dependent endocytosis (GO:0072583)	1/39	0.732343790970156	1.0	0	0	0.7723200494284831	0.24058172341764877	SYT1
ERBB2 signaling pathway (GO:0038128)	1/39	0.732343790970156	1.0	0	0	0.7723200494284831	0.24058172341764877	HBEGF
positive regulation of peptide hormone secretion (GO:0090277)	1/39	0.732343790970156	1.0	0	0	0.7723200494284831	0.24058172341764877	GHRL
inositol lipid-mediated signaling (GO:0048017)	1/39	0.732343790970156	1.0	0	0	0.7723200494284831	0.24058172341764877	TNFAIP8L3
Golgi to plasma membrane transport (GO:0006893)	1/39	0.732343790970156	1.0	0	0	0.7723200494284831	0.24058172341764877	OPTN
mitotic DNA damage checkpoint (GO:0044773)	1/39	0.732343790970156	1.0	0	0	0.7723200494284831	0.24058172341764877	CLSPN
acyl-CoA metabolic process (GO:0006637)	1/39	0.732343790970156	1.0	0	0	0.7723200494284831	0.24058172341764877	ACOT4
adenylate cyclase-activating G-protein coupled receptor signaling pathway (GO:0007189)	2/78	0.736396299531595	1.0	0	0	0.7723200494284831	0.2363197827580719	GNG2;RAPGEF2
positive regulation of translation (GO:0045727)	2/78	0.736396299531595	1.0	0	0	0.7723200494284831	0.2363197827580719	SAMD4A;CD28
negative regulation of cell communication (GO:0010648)	2/78	0.736396299531595	1.0	0	0	0.7723200494284831	0.2363197827580719	LMTK2;EPHB3
visual perception (GO:0007601)	2/78	0.736396299531595	1.0	0	0	0.7723200494284831	0.2363197827580719	GRM8;DHRS3
phosphorylation (GO:0016310)	11/386	0.7388205604661472	1.0	0	0	0.8583557026031587	0.25982444413801165	CAMK2D;GK;LRRK2;LIMK2;PIM1;CDK1;BIRC5;LMTK2;FAM20A;JAK2;JAK3
peptidyl-lysine modification (GO:0018205)	3/115	0.7397347481836747	1.0	0	0	0.785751702462022	0.23687554120666188	TOP2A;IFIH1;BIRC5
negative regulation of cell growth (GO:0030308)	3/115	0.7397347481836747	1.0	0	0	0.785751702462022	0.23687554120666188	CDKN2C;NPR1;PML
intraciliary transport involved in cilium assembly (GO:0035735)	1/40	0.7412472909640696	1.0	0	0	0.7530120481927711	0.22546760795390794	IFT122
positive regulation of epithelial to mesenchymal transition (GO:0010718)	1/40	0.7412472909640696	1.0	0	0	0.7530120481927711	0.22546760795390794	DAB2
sensory organ development (GO:0007423)	1/40	0.7412472909640696	1.0	0	0	0.7530120481927711	0.22546760795390794	SCO2
positive regulation of Ras protein signal transduction (GO:0046579)	1/40	0.7412472909640696	1.0	0	0	0.7530120481927711	0.22546760795390794	RASGRF1
tRNA aminoacylation (GO:0043039)	1/40	0.7412472909640696	1.0	0	0	0.7530120481927711	0.22546760795390794	PPA1
sterol biosynthetic process (GO:0016126)	1/40	0.7412472909640696	1.0	0	0	0.7530120481927711	0.22546760795390794	FAXDC2
androgen receptor signaling pathway (GO:0030521)	1/40	0.7412472909640696	1.0	0	0	0.7530120481927711	0.22546760795390794	BRCA1
response to peptide hormone (GO:0043434)	1/40	0.7412472909640696	1.0	0	0	0.7530120481927711	0.22546760795390794	STAT1
negative regulation of ERK1 and ERK2 cascade (GO:0070373)	1/40	0.7412472909640696	1.0	0	0	0.7530120481927711	0.22546760795390794	GBP1
detection of chemical stimulus involved in sensory perception of bitter taste (GO:0001580)	1/40	0.7412472909640696	1.0	0	0	0.7530120481927711	0.22546760795390794	RTP4
phosphatidic acid biosynthetic process (GO:0006654)	1/40	0.7412472909640696	1.0	0	0	0.7530120481927711	0.22546760795390794	LCLAT1
regulation of viral transcription (GO:0046782)	1/40	0.7412472909640696	1.0	0	0	0.7530120481927711	0.22546760795390794	TRIM31
regulation of ATPase activity (GO:0043462)	1/40	0.7412472909640696	1.0	0	0	0.7530120481927711	0.22546760795390794	ATP1B2
response to calcium ion (GO:0051592)	2/79	0.7427910186645547	1.0	0	0	0.7625438462711606	0.22673519960807545	CAMK2D;SYT1
cellular protein modification process (GO:0006464)	30/1001	0.7459633581314586	1.0	0	0	0.9027117460852401	0.2645656732763706	CAMK2D;EPAS1;LRRK2;SDC2;DAPP1;UBE2L6;PSMB10;C3;C4A;NUB1;UBD;PIM1;FEM1C;FBXO6;JAK2;APOL1;JAK3;CISH;GOLM1;LMTK2;PSMB8;PSMB9;PSME1;CDK1;PSME2;NUCB1;BIRC5;SCG3;FAM20A;DTL
ERBB signaling pathway (GO:0038127)	2/80	0.7490524921701223	1.0	0	0	0.7530120481927711	0.21757998111178314	MVP;HBEGF
nucleic acid metabolic process (GO:0090304)	2/80	0.7490524921701223	1.0	0	0	0.7530120481927711	0.21757998111178314	FEN1;TK1
negative regulation of MAPK cascade (GO:0043409)	2/80	0.7490524921701223	1.0	0	0	0.7530120481927711	0.21757998111178314	P2RX7;GBP1
regulation of phagocytosis (GO:0050764)	1/41	0.7498550479912889	1.0	0	0	0.7346459006758742	0.21148645347903006	SLC11A1
mesenchymal cell differentiation (GO:0048762)	1/41	0.7498550479912889	1.0	0	0	0.7346459006758742	0.21148645347903006	HGF
phosphatidic acid metabolic process (GO:0046473)	1/41	0.7498550479912889	1.0	0	0	0.7346459006758742	0.21148645347903006	LCLAT1
peptide transport (GO:0015833)	1/41	0.7498550479912889	1.0	0	0	0.7346459006758742	0.21148645347903006	TAP1
DNA duplex unwinding (GO:0032508)	1/41	0.7498550479912889	1.0	0	0	0.7346459006758742	0.21148645347903006	RECQL4
telomere organization (GO:0032200)	1/41	0.7498550479912889	1.0	0	0	0.7346459006758742	0.21148645347903006	RECQL4
negative regulation of cell projection organization (GO:0031345)	1/41	0.7498550479912889	1.0	0	0	0.7346459006758742	0.21148645347903006	RTN4RL1
sensory perception of bitter taste (GO:0050913)	1/41	0.7498550479912889	1.0	0	0	0.7346459006758742	0.21148645347903006	RTP4
negative regulation of proteolysis (GO:0045861)	1/41	0.7498550479912889	1.0	0	0	0.7346459006758742	0.21148645347903006	LRRK2
gluconeogenesis (GO:0006094)	1/41	0.7498550479912889	1.0	0	0	0.7346459006758742	0.21148645347903006	G6PC
spermatogenesis (GO:0007283)	4/153	0.7518109204011023	1.0	0	0	0.7874635798094338	0.22464006794579774	PIWIL4;DMC1;TMEM119;HORMAD1
receptor-mediated endocytosis (GO:0006898)	5/188	0.7519294873092435	1.0	0	0	0.8010766470135863	0.22839714680906464	COLEC12;CLEC9A;APOL1;SCARF1;IGF2R
negative regulation of transcription, DNA-templated (GO:0045892)	24/813	0.7527208954199703	1.0	0	0	0.8891655181612057	0.2525770477083959	BATF3;CIITA;EDN1;STAT1;ATP8B1;BHLHE41;BRCA1;KLF4;ASCL2;PML;ETV7;SBNO2;DAB2;MUC1;IFI27;IRF1;TBX21;E2F1;IRF7;BIRC5;CD38;ATF5;ATF3;E2F8
sensory perception of light stimulus (GO:0050953)	2/81	0.7551825033638904	1.0	0	0	0.743715603153354	0.20883224203065662	GRM8;DHRS3
positive regulation of protein catabolic process (GO:0045732)	2/81	0.7551825033638904	1.0	0	0	0.743715603153354	0.20883224203065662	ADAM8;DTL
plasma membrane bounded cell projection organization (GO:0120036)	3/118	0.7553583766135622	1.0	0	0	0.7657749642638351	0.21484809935349636	RASGRF1;PLEK;RAPGEF2
male gamete generation (GO:0048232)	4/154	0.7563119369036825	1.0	0	0	0.7823501799405415	0.2185114793872505	PIWIL4;DMC1;TMEM119;HORMAD1
determination of left/right symmetry (GO:0007368)	1/42	0.7581768711760449	1.0	0	0	0.7171543316121629	0.19853598771999456	DNAAF1
ceramide metabolic process (GO:0006672)	1/42	0.7581768711760449	1.0	0	0	0.7171543316121629	0.19853598771999456	SGPL1
cellular response to retinoic acid (GO:0071300)	1/42	0.7581768711760449	1.0	0	0	0.7171543316121629	0.19853598771999456	TESC
cellular protein localization (GO:0034613)	9/327	0.7616263519326839	1.0	0	0	0.8290040897535095	0.22573714658308716	USP6NL;REEP1;RTP4;CD74;RAB20;LRRK2;ANK2;STX11;AMOT
actin filament organization (GO:0007015)	3/120	0.7653485116761733	1.0	0	0	0.7530120481927711	0.2013734774683381	SCIN;RHOBTB3;GHRL
negative regulation of growth (GO:0045926)	3/120	0.7653485116761733	1.0	0	0	0.7530120481927711	0.2013734774683381	CDKN2C;NPR1;PML
negative regulation of ERBB signaling pathway (GO:1901185)	1/43	0.7662222447722558	1.0	0	0	0.7004763239002522	0.1865249471453346	HBEGF
male gonad development (GO:0008584)	1/43	0.7662222447722558	1.0	0	0	0.7004763239002522	0.1865249471453346	KITLG
negative regulation of protein metabolic process (GO:0051248)	1/43	0.7662222447722558	1.0	0	0	0.7004763239002522	0.1865249471453346	EDN1
eye development (GO:0001654)	1/43	0.7662222447722558	1.0	0	0	0.7004763239002522	0.1865249471453346	SCO2
development of primary male sexual characteristics (GO:0046546)	1/43	0.7662222447722558	1.0	0	0	0.7004763239002522	0.1865249471453346	KITLG
response to unfolded protein (GO:0006986)	1/43	0.7662222447722558	1.0	0	0	0.7004763239002522	0.1865249471453346	OPTN
negative regulation of DNA metabolic process (GO:0051053)	1/43	0.7662222447722558	1.0	0	0	0.7004763239002522	0.1865249471453346	CDC6
positive regulation of protein localization to plasma membrane (GO:1903078)	1/43	0.7662222447722558	1.0	0	0	0.7004763239002522	0.1865249471453346	AGR2
histone H3 acetylation (GO:0043966)	1/43	0.7662222447722558	1.0	0	0	0.7004763239002522	0.1865249471453346	JADE2
negative regulation of endopeptidase activity (GO:0010951)	2/83	0.7670554118105284	1.0	0	0	0.7257947452460445	0.19247803408377376	SERPING1;AGT
protein maturation (GO:0051604)	2/83	0.7670554118105284	1.0	0	0	0.7257947452460445	0.19247803408377376	TESC;CTSS
negative regulation of cell migration (GO:0030336)	3/121	0.7702179365899502	1.0	0	0	0.7467888081250622	0.19497294357915093	IFITM1;ADORA3;CHRD
positive regulation of supramolecular fiber organization (GO:1902905)	2/84	0.7728020036888028	1.0	0	0	0.7171543316121629	0.18483390943931158	EDN1;PLEK
activation of GTPase activity (GO:0090630)	2/84	0.7728020036888028	1.0	0	0	0.7171543316121629	0.18483390943931158	USP6NL;RASGRF1
regulation of cell cycle G2/M phase transition (GO:1902749)	2/84	0.7728020036888028	1.0	0	0	0.7171543316121629	0.18483390943931158	CDK1;ATF5
regulation of neuron differentiation (GO:0045664)	2/84	0.7728020036888028	1.0	0	0	0.7171543316121629	0.18483390943931158	CASZ1;LRRK2
axon guidance (GO:0007411)	4/158	0.7736869368726608	1.0	0	0	0.7625438462711606	0.19565957109878088	SPTBN4;NRP1;PLXNA2;EPHB3
adherens junction organization (GO:0034332)	1/44	0.7740003391850931	1.0	0	0	0.6845564074479737	0.17537169165448482	CDH5
amide biosynthetic process (GO:0043604)	1/44	0.7740003391850931	1.0	0	0	0.6845564074479737	0.17537169165448482	ACOD1
negative regulation of immune system process (GO:0002683)	1/44	0.7740003391850931	1.0	0	0	0.6845564074479737	0.17537169165448482	NOD2
hexose biosynthetic process (GO:0019319)	1/44	0.7740003391850931	1.0	0	0	0.6845564074479737	0.17537169165448482	G6PC
unsaturated fatty acid metabolic process (GO:0033559)	1/44	0.7740003391850931	1.0	0	0	0.6845564074479737	0.17537169165448482	ACSL1
regulation of intracellular pH (GO:0051453)	1/44	0.7740003391850931	1.0	0	0	0.6845564074479737	0.17537169165448482	LRRK2
mitotic nuclear envelope disassembly (GO:0007077)	1/44	0.7740003391850931	1.0	0	0	0.6845564074479737	0.17537169165448482	CDK1
metaphase plate congression (GO:0051310)	1/44	0.7740003391850931	1.0	0	0	0.6845564074479737	0.17537169165448482	CDCA5
hexose metabolic process (GO:0019318)	1/45	0.7815200206341228	1.0	0	0	0.6693440428380187	0.16500301956820468	GHRL
nicotinamide nucleotide metabolic process (GO:0046496)	1/45	0.7815200206341228	1.0	0	0	0.6693440428380187	0.16500301956820468	CD38
protein complex subunit organization (GO:0071822)	1/45	0.7815200206341228	1.0	0	0	0.6693440428380187	0.16500301956820468	CDT1
calcium ion transmembrane transport (GO:0070588)	2/86	0.7839248372248995	1.0	0	0	0.7004763239002522	0.17052545118677795	P2RX4;MCOLN2
regulation of peptidyl-serine phosphorylation (GO:0033135)	2/86	0.7839248372248995	1.0	0	0	0.7004763239002522	0.17052545118677795	SPTBN4;RIPK2
protein complex disassembly (GO:0043241)	1/46	0.7887898620372196	1.0	0	0	0.6547930853850183	0.1553531483520142	LRP5
intraciliary transport (GO:0042073)	1/46	0.7887898620372196	1.0	0	0	0.6547930853850183	0.1553531483520142	IFT122
cellular response to ionizing radiation (GO:0071479)	1/46	0.7887898620372196	1.0	0	0	0.6547930853850183	0.1553531483520142	TMEM109
positive regulation of protein localization to cell periphery (GO:1904377)	1/46	0.7887898620372196	1.0	0	0	0.6547930853850183	0.1553531483520142	AGR2
nuclear envelope disassembly (GO:0051081)	1/46	0.7887898620372196	1.0	0	0	0.6547930853850183	0.1553531483520142	CDK1
cartilage development (GO:0051216)	1/46	0.7887898620372196	1.0	0	0	0.6547930853850183	0.1553531483520142	GHRL
tRNA aminoacylation for protein translation (GO:0006418)	1/46	0.7887898620372196	1.0	0	0	0.6547930853850183	0.1553531483520142	PPA1
regulation of cellular component movement (GO:0051270)	1/46	0.7887898620372196	1.0	0	0	0.6547930853850183	0.1553531483520142	HBEGF
icosanoid metabolic process (GO:0006690)	1/46	0.7887898620372196	1.0	0	0	0.6547930853850183	0.1553531483520142	LTC4S
humoral immune response mediated by circulating immunoglobulin (GO:0002455)	3/125	0.788875287211686	1.0	0	0	0.7228915662650602	0.17143159156643759	C1QB;C1S;HLA-DQB1
regulation of signal transduction (GO:0009966)	6/233	0.7895792330216768	1.0	0	0	0.7756347277522105	0.18324765383926883	CD80;LMTK2;BIRC5;CMAHP;DHRS3;EPHB3
regulation of protein targeting to mitochondrion (GO:1903214)	2/88	0.7945665247294427	1.0	0	0	0.6845564074479737	0.15741960908018654	ABLIM3;LRRK2
myofibril assembly (GO:0030239)	1/47	0.795818152102374	1.0	0	0	0.640861317610869	0.146362837329924	MYOZ2
regulation of organelle assembly (GO:1902115)	1/47	0.795818152102374	1.0	0	0	0.640861317610869	0.146362837329924	CYLD
positive regulation of gene expression, epigenetic (GO:0045815)	1/47	0.795818152102374	1.0	0	0	0.640861317610869	0.146362837329924	PADI2
histone H4 acetylation (GO:0043967)	1/47	0.795818152102374	1.0	0	0	0.640861317610869	0.146362837329924	JADE2
positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862)	1/47	0.795818152102374	1.0	0	0	0.640861317610869	0.146362837329924	DAB2
negative regulation of mitotic cell cycle (GO:0045930)	1/48	0.8026129049095065	1.0	0	0	0.6275100401606425	0.13797862851284076	CDT1
endosome to lysosome transport (GO:0008333)	1/48	0.8026129049095065	1.0	0	0	0.6275100401606425	0.13797862851284076	DTX3L
cytoplasmic microtubule organization (GO:0031122)	1/48	0.8026129049095065	1.0	0	0	0.6275100401606425	0.13797862851284076	TRDN
protein K48-linked ubiquitination (GO:0070936)	1/48	0.8026129049095065	1.0	0	0	0.6275100401606425	0.13797862851284076	DTX3L
regulation of cell cycle arrest (GO:0071156)	1/48	0.8026129049095065	1.0	0	0	0.6275100401606425	0.13797862851284076	BRCA1
regulation of Ras protein signal transduction (GO:0046578)	2/90	0.804742365085351	1.0	0	0	0.6693440428380187	0.1454036788223683	RASGRF1;ARAP2
non-recombinational repair (GO:0000726)	1/49	0.8091818694581997	1.0	0	0	0.6147037128104254	0.13015218800921755	BRCA1
antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844)	1/49	0.8091818694581997	1.0	0	0	0.6147037128104254	0.13015218800921755	CCL13
cilium movement (GO:0003341)	1/49	0.8091818694581997	1.0	0	0	0.6147037128104254	0.13015218800921755	DNAAF1
gonad development (GO:0008406)	1/49	0.8091818694581997	1.0	0	0	0.6147037128104254	0.13015218800921755	KITLG
lipid homeostasis (GO:0055088)	1/49	0.8091818694581997	1.0	0	0	0.6147037128104254	0.13015218800921755	DGAT2
regulation of protein catabolic process (GO:0042176)	2/91	0.8096603908660323	1.0	0	0	0.6619886137958427	0.13977253394007785	ATP13A2;DTL
protein-DNA complex assembly (GO:0065004)	2/91	0.8096603908660323	1.0	0	0	0.6619886137958427	0.13977253394007785	XRCC2;DMC1
receptor internalization (GO:0031623)	1/50	0.8155325372704901	1.0	0	0	0.6024096385542169	0.12283973443575823	CEACAM1
double-strand break repair via nonhomologous end joining (GO:0006303)	1/50	0.8155325372704901	1.0	0	0	0.6024096385542169	0.12283973443575823	BRCA1
